artist_name,title,release,song_id,duration,key,key_confidence,loudness,mode,mode_confidence,tempo,time_signature,time_signature_confidence,year
Coven,Coven In Charing Cross,Witchcraft Destroys Minds & Reap Souls,SODCRFM12AB0187CB9,244.50567,2,0.367,-13.311,0,0.213,87.136,4,1.0,
Kzss & Atma,Obsidian Sunrise,Obsidian Sunrise,SOYLZHL12AC468A32E,335.09832,5,0.64,-3.352,0,0.581,145.478,5,1.0,
Professor Longhair,Junco Partner,Rock'N Roll Gumbo,SOETTKO12A8C138FE1,208.45669,3,0.377,-14.445,1,0.456,96.874,4,0.0,1985.0
Stelios Dionisiou,To Sinnefo,To Sinnefo,SOPKDKM12A8C135765,233.92608,0,0.174,-7.306,1,0.255,99.955,1,0.0,
J.C. Lodge,You Are The One,Love For All Seasons,SONSEVZ12A6D4FAB2E,319.39873,8,0.373,-12.471,1,0.333,84.998,4,0.382,
Hubert Kah,Raketen,Seelentaucher,SOKECVO12A6D4F9F14,249.83465,7,0.405,-6.917,0,0.418,110.013,4,0.542,2005.0
Snow Patrol,Shut Your Eyes,Shut Your Eyes,SODOOHJ12A6D4F4A74,209.162,8,0.003,-7.078,1,0.259,125.057,4,0.665,2006.0
M,Close To Me,Je Dis Aime,SOUHKHB12A8C138A58,238.41914,5,0.503,-7.404,1,0.424,123.81,5,0.62,
Piero Umiliani,Apertura in jazz,La legge dei gangsters,SOBJIKU12A8C13ECD6,234.57914,5,0.002,-14.206,1,0.285,42.106,4,0.0,1998.0
Tabu Ley Rochereau,Maputo,Man From Kinshasa,SOPBDZT12AB017AA98,456.61995,11,0.454,-12.338,0,0.329,136.248,4,0.382,
Dead Prez,Be Healthy,Let's Get Free,SOSYPCS12A8C136D12,154.30485,2,0.674,-8.328,0,0.414,94.905,4,1.0,2000.0
Sergio Mendes / Black Eyed Peas,Mas Que Nada,Mas Que Nada - Full Phatt Remix,SOKLRFB12A8C141932,267.20608,6,0.553,-6.069,1,0.309,101.059,4,0.961,1985.0
Janice Vidal,Water-Liked,Wish,SOMTZGM12AB0187CA0,226.7424,1,0.583,-10.623,1,0.658,116.043,7,0.625,
El Gran Silencio,Alma de B-Boy,Comunicaflow Underground,SOXJOMM12A6D4F8673,208.66567,0,0.234,-7.705,1,0.559,120.064,4,0.842,
Black Flag,Jealous Again,Live at The On Broadway 1982,SOJGTKX12AB0188C94,136.14975,4,0.233,-6.419,1,0.553,124.481,3,1.0,1980.0
Les Bantous De La Capitale,À Mon Avis,Bakolo Mboka,SOSQCCK12AB0186B7C,431.93424,7,0.211,-6.451,0,0.131,134.046,4,1.0,
Sivuca,Energia,Selecao De Ouro,SOQXTRG12A6D4F898E,238.00118,5,0.095,-10.623,0,0.187,224.247,7,0.169,
Luis Alberto Spinetta,Verde Bosque,Fuego Gris,SOWYXJC12A8C13B81E,355.29098,9,0.69,-16.136,0,0.611,105.025,4,0.783,1994.0
Moss,There Alone Go I,Moss,SOYKTQM12AC468D0F9,274.12853,7,0.382,-14.157,1,0.57,107.412,4,0.336,
Blind Boy Fuller,Put You Back In The Jail,Blind Boy Fuller Vol. 3 1937,SORPSAN12A8C1361CE,160.28689,11,0.834,-16.063,1,0.648,180.137,1,0.0,
Paula Santoro,The Girl From Ipanema (Garota De Ipanema),Jazz Express - Bossa Nova Nights,SOKVDQW12A6D4F8C62,192.41751,7,0.571,-17.307,1,0.559,129.591,4,0.864,2006.0
Sunscreem,Secrets,Secrets,SOOBNCY12AB0182457,241.89342,0,0.983,-8.085,1,0.656,172.172,4,0.767,1996.0
Louis Prima And Keely Smith,Autumn Leaves (1999 Digital Remaster),Wild_ Cool & Swingin',SOCPSBZ12A6D4F43ED,171.4673,0,0.06,-14.736,1,0.457,84.496,5,0.95,
Robert Lockwood_ Jr.,She's Little And She's Low,I Got To Find Me A Woman,SOHASWL12AB018352B,340.87138,4,0.774,-14.188,1,0.926,164.387,3,1.0,1998.0
Muse,Stockholm Syndrome,Absolution,SORJVDO12AF72A1970,296.95955,2,0.476,-4.854,0,0.445,128.134,4,0.558,
Jeremy Spencer,Maria De Santiago,Precious Little,SORXJPI12A8C13342A,235.04934,4,0.572,-8.748,0,0.552,126.191,4,0.261,2006.0
Bob Margolin,No Consolation,Hold Me To It,SOEKNBA12A6D4FD71E,182.83057,9,0.777,-14.755,1,0.412,74.601,4,0.0,
The Gone Jackals,Faith Healer (Digital Single),Faith Healer,SODGEOZ12A6D4FD9F3,248.18893,7,0.178,-6.427,1,0.36,123.633,4,1.0,
The Velvet Underground,I Heard Her Call My Name,The Very Best Of The Velvet Underground,SOGYDBB12A6D4F7D81,276.68853,0,0.689,-14.002,1,0.579,144.562,4,0.0,1968.0
Kingston Trio,Scotch and Soda,The M.T.A.,SOGRUJA12AB01859FF,127.16363,1,0.643,-21.177,1,0.623,80.167,1,0.0,
D' Militante,T.V. & Movies,Am I Lying?!,SOOSYTN12A8C13F55B,420.49261,9,0.0,-15.655,1,0.194,240.314,1,0.725,
Michelle & Vickie,Ying Guang Hu Die,Princess,SOZAXOL12AB017E467,279.19628,0,0.391,-8.78,1,0.51,94.276,4,1.0,
Pamelo Mounk'a,On ne meurt qu'une fois,L'Incontournable,SOLCRKR12AC96184F8,528.40444,2,0.162,-13.89,1,0.263,112.752,4,1.0,
Los Fernandos,All My Loving,Gipsy Rumba 2,SOYQKVM12A8C137ED7,187.95057,4,0.126,-11.516,1,0.446,103.432,4,0.0,
Kool Savas,Therapie,Die besten Tage sind gezählt,SOQYBYY12AB01823A2,64.62649,6,0.083,-3.985,0,0.488,90.148,4,1.0,
Rainie Yang,Nu Sheng Wo Zui Da (OT:That Thrill),Rainie's Proclamation - Not Yet A Woman,SOPPJYP12AB0185DA2,220.15955,2,0.172,-7.717,1,0.45,160.027,4,0.872,
Little Eva,The Loco-Motion,The Loco-Motion,SOKYXSZ12A6D4F6E92,145.162,3,0.655,-6.643,1,0.543,129.781,1,0.247,1962.0
Simple Minds,Chelsea Girl (Live),Silver Box,SOCFQLH12AF72A942D,308.45342,1,0.879,-9.503,1,0.82,103.637,1,0.318,2004.0
The Killers,Show You How,Sawdust,SOSNQQX12AF729C44C,166.29506,2,0.442,-6.467,1,0.879,82.909,4,0.0,2004.0
New Order,Jetstream - Arthur Baker Remix,Jetstream,SOUMJJC12A6701F4B0,421.95546,0,0.713,-5.721,1,0.669,122.484,4,0.727,2005.0
Damone,Child Of The Night,Out Here All Night,SORTYID12A8C139D86,217.20771,6,0.289,-4.272,0,0.48,154.093,4,0.453,2006.0
Furry Lewis,Old Hobo,Good Morning Judge,SOQKKCG12AB017D5C4,234.78812,10,0.074,-8.032,0,0.366,146.569,4,0.449,2003.0
Chris Farlowe,I Just Need Your Lovin' - Original,Chris Farlowe Selected Hits,SOOFFTS12AB018A83C,192.26077,0,1.0,-13.626,1,0.887,160.663,4,0.13,
Joe Turner,Here Comes Your Iceman (LP Version),Big Joe Rides Again,SOTKYKL12A8AE45B28,233.92608,10,0.455,-13.984,1,0.538,88.109,4,0.483,
Porcupine Tree,Moon Loop (Improvisation),The Sky Moves Sideways (Special Edition),SOCDRKE12A8C13BF47,978.442,9,0.304,-11.524,0,0.363,134.075,4,0.04,
DeGarmo & Key,He Has Risen (Communication Album Version),Communication,SOXCKCV12A6D4F8F1F,171.75465,2,0.539,-11.528,1,0.515,82.604,3,1.0,
Frank Chacksfield,Heidi,Black Satin Vol1,SOVHLHV12AB018930B,151.19628,5,1.0,-16.538,1,0.9,116.716,4,0.374,
David Bowie,Space Oddity (1997 Digital Remaster),The Best Of David Bowie 1969-74,SOOEDPH12A6310E02B,313.70404,0,0.239,-12.679,1,0.433,137.068,4,0.306,
Bone Thugs-N-Harmony,Fearless [Interlude] (Explicit Album Version),Uni5: The World's Enemy,SOBVPYI12AB018623E,34.42893,8,0.459,-12.088,1,0.428,86.056,4,0.526,
Klaus Badelt,After The Fire,Rescue Dawn,SOVMXIC12A8C13CC28,116.1922,7,0.038,-27.369,0,0.431,56.306,1,0.0,2007.0
Charlotte Gainsbourg,Tel Que Tu Es,5:55,SOFYIQI12A6D4F8D85,189.70077,6,0.438,-12.1,1,0.511,119.683,3,1.0,2006.0
Aerosmith,Lord Of The Thighs,Classics Live,SOOJFKG12A8C1334E6,425.03791,5,0.101,-10.943,1,0.525,108.662,1,0.0,1974.0
Agnes,Non Conformist Acclaimed,Treat Me Bad EP,SOGHCFG12A8C13B254,371.06893,6,0.0,-11.338,1,0.0,122.965,4,1.0,
The Party Group,El Ventilador,Party Fiesta_ Vol. 7,SOOVFAZ12A8C134EEB,190.04036,6,0.686,-21.761,0,0.573,122.91,4,0.514,
Enter the Haggis,Skyswimmer,Let The Wind Blow High,SOCWUXY12A58A7F1E8,399.882,3,1.0,-10.648,1,0.548,85.399,4,0.43,1999.0
Mac McAnally,If You Hang Around Long Enough,Down By The River,SOYIZYC12AB01833BF,183.53587,0,0.952,-6.601,1,0.89,174.268,4,0.021,
T.O.K.,Hotta,Reggae Gold 2006,SOSCMUV12A8AE49448,190.71955,1,0.465,-5.977,1,0.513,126.682,3,0.655,2006.0
Leo Gandelman,Bari Bossa,Lounjazz,SOTALBJ12AB017D609,222.98077,5,0.524,-13.812,0,0.471,157.95,4,0.454,2007.0
Leon Russell,Jambalaya (On The Bayou),Hank Wilson's Back!,SOFUCUZ12A6D4F9EDA,169.35138,0,0.826,-14.073,1,0.601,99.435,4,0.999,
Bill Laswell,The Gary Selchie - Solas,Emerald Aether: Shape Shifting/Reconstructions Of Irish Music,SOTTMXT12AF72A1B42,132.67546,3,0.294,-19.814,0,0.11,105.218,4,0.754,
Francis Lai,La valse du mariage,Le passager de la pluie (Original Soundtrack),SOQVJZI12AB018520D,123.24526,7,0.459,-9.853,0,0.672,88.967,3,0.847,2003.0
Herbst9_ Z'ev,Awakening of the Soulless,Herbst9 vs. Z'ev - Through Bleak Landscapes,SORZUVX12AB017BDCB,245.02812,10,0.406,-14.775,0,0.298,91.695,3,0.936,
Del Tha Funkee Homosapien,Mistadobalina,The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook,SOQMWJG12A6701E1AC,257.69751,2,0.017,-9.495,1,0.355,99.566,4,0.882,1991.0
Rihanna,Good Girl Gone Bad,Good Girl Gone Bad: The Remixes,SOKKXUI12A58A7A79C,208.16934,5,0.197,-5.704,0,0.369,128.077,4,0.743,2007.0
Britney Spears feat. Pharrell Williams,Boys,Touch My Soul_ Vol. 23,SOLQLGL12A8C138380,225.48853,6,0.835,-4.947,0,0.77,106.919,4,1.0,2001.0
Britney Spears,Everytime,Everytime,SOFIFUK12A8C1393F8,206.81098,0,0.452,-3.738,0,0.522,85.331,3,0.0,2003.0
Crazy Horse,Dance_ Dance_ Dance  (Album Version),Scratchy: The Reprise Recordings [Includes Liner Notes],SOCRNKC12A6D4FAE9D,133.3024,9,0.122,-13.771,1,0.445,152.729,4,0.0,
Headhunter,Signs Of Insanity,A Bizarre Gardening Accident,SOGVWMA12A8C1379BA,277.81179,11,0.52,-5.431,1,0.511,133.005,4,0.098,
Sam Butera & The Witnesses,Perdido (1999 Digital Remaster),Wild_ Cool & Swingin',SOWOAVJ12A6D4F43C6,148.06159,8,0.058,-13.778,1,0.578,178.716,4,0.991,
Rise Against,State Of The Union,Siren Song Of The Counter-Culture,SOZVTQM12CF5F88285,139.17995,10,0.505,-3.619,0,0.555,132.045,3,0.426,2004.0
Lee Ritenour / Jeff Mironov,A Little Bit Of This And A Little Bit Of That,Rio,SOTOPUU12A6D4FAA58,307.04281,0,0.0,-17.337,1,0.111,157.582,4,0.209,1976.0
Helmet,Your Head,Born Annoying,SOCHGAQ12AF72A2EF9,200.75057,7,0.751,-11.448,1,0.643,202.829,4,1.0,1995.0
Dine et Déon,Géraldine,Ah...c'qu'on est cons ! - EP,SOIQTTM12AC3DFB614,113.57995,8,0.303,-6.828,1,0.307,110.5,1,0.669,
Martin Denny,Burma Train Change,Jamaica Farewell,SOPJBVD12AB018AACC,175.75138,6,0.349,-17.114,0,0.338,85.765,4,0.232,
DJ Nasty,Buy You A Drink,Tha Remixes Vol. 11,SOBWVKW12AB018E9C9,236.56444,6,0.35,-4.68,1,0.568,106.659,4,0.925,
Santana,With A Little Help From My Friends,The Anthology,SOEKETC12CF5F89191,246.7522,2,0.369,-6.873,0,0.436,79.428,4,0.054,
Ray Sandoval,A La Naturaleza,A La Naturaleza,SONBYZV12A81C1FEBA,377.70404,4,0.0,-16.427,1,0.111,124.186,3,0.886,
Amalia Avgoustaki,Dimitroula,Dream Show The Music 1,SOVLNMD12A8C14046C,182.17751,6,0.247,-5.065,0,0.323,120.103,3,0.763,
Shaman,For Tomorrow (live),Ritual-Live,SOWSUAM12A6D4FDA56,404.06159,2,0.313,-4.462,0,0.468,120.25,3,1.0,
K-OS,Clap Ur Handz,Joyful Rebellion,SOUFKMA12AF72A3117,80.53506,5,0.432,-6.855,1,0.507,104.783,4,1.0,2004.0
Choir & Great Symphony Orchestra of the All-Union Radio_ N. Shpiller_ S. Krassovsky_ V. Gagarina & N,Requiem Mass_ K. 626_ 1791: Agnus Dei (Larghetto) (Mozart),Wolfgang Amadeus Mozart: Requiem Mass_ K 626_ 1791,SOIJPPR12A6D4F3945,541.23057,9,0.0,-15.586,1,0.0,109.051,4,0.271,
Elva Hsiao,Gotta Let It Go,Elva First,SOXNSGB12A8C1396F1,241.52771,11,0.605,-6.01,1,0.529,121.968,4,0.943,
Chris Farlowe,Paint It Black,Out Of Time,SOGXWRE12AC468BE24,177.57995,7,0.345,-11.027,0,0.59,146.913,1,0.0,1966.0
Avril,The Matter With You (Part I_ Ii_ Iii),Now It's Spring,SOMSKPE12A6D4FA09D,651.59791,4,0.354,-10.718,0,0.427,86.589,4,0.961,2000.0
Sticky Fingaz & Omar Epps,Don't Owe Me Nothin',A Day In The Life,SOMUYIL12AB0184EE2,142.86322,1,0.607,-9.532,1,0.704,87.897,4,1.0,
Delbert McClinton,Lose Your Money,Voices Of Americana: Delbert McClinton,SOIMSZI12AB0182252,114.31138,4,0.47,-10.261,1,0.305,221.858,4,0.0,2000.0
Gloria De Haven,Diamonds Are A Girl's Best Friend,The Very Best Of,SOZECOE12AB017E615,110.88934,0,0.293,-14.088,0,0.372,100.296,4,1.0,
Rhian Benson,Say How I Feel,Say How I Feel,SONLKRD12A6D4F7DB0,207.46404,3,0.495,-4.573,1,0.466,117.973,1,0.0,2004.0
The Impressions,This Is My Country,This Is My Country,SORNHUW12A6D4F9006,168.01914,6,0.412,-11.803,1,0.56,103.088,1,0.0,1968.0
Bessie Smith,Cold In Hands Blues,Essential Bessie Smith Vol 1,SOBWBGS12AB01868B0,192.44363,7,0.304,-27.858,0,0.343,79.912,4,0.55,
MC5,Miss X (LP Version),High Time,SOPMKMD12A67020BD9,307.722,0,0.353,-8.392,1,0.44,75.706,4,0.689,1971.0
Tommy Torres,Imparable,Tarde O Temprano,SORDTXF12AB017C25D,222.92853,11,0.266,-7.123,1,0.414,158.007,4,0.774,
Les Malpolis,Les Amours de Nathalie,Piédenés,SOJWNDG12AB018235E,246.69995,7,0.721,-9.76,1,0.728,172.061,7,0.611,1998.0
Washboard Sam,Bucket's Got A Hole In It,Washboard Sam Vol. 3 (1938),SOZMCOM12A8C13F945,166.19057,9,0.016,-15.571,0,0.236,158.455,4,0.731,
Shirley Caesar,Angels We Have Heard On High (Album Version),Christmasing,SONFNKK12A8C13BDE6,176.37832,9,0.286,-8.686,1,0.705,119.711,4,0.0,
Tammy Wynette,Welcome To My World (Live),Tammy Wynette - Live at the Rodeo!,SODAAKS12AB018D37F,84.16608,3,0.612,-11.433,1,0.628,155.05,1,0.0,
Fun Lovin' Criminals,We Have All The Time In The World (Live),A-sides_ B-sides and Rarities,SODCXGX12A8AE46866,235.36281,9,0.156,-12.767,1,0.254,91.859,4,1.0,
Los Chunguitos,Por La Calle Abajo,Grandes Éxitos: Los Chunguitos,SOFRDJX12A8C130B2F,164.12689,10,0.384,-8.07,0,0.446,158.479,4,1.0,2000.0
Céline Dion,Un Garcon Pas Comme Les Autres (Ziggy),Dion Chante Plamondon - Celine Dion Sings The Songs Of Luc Plamondon,SOYYANE12A8C132D08,179.01669,3,0.601,-14.403,1,0.56,80.999,7,0.854,
OutKast,Happy Valentine's Day,Speakerboxxx/The Love Below,SOZCATU12A58A7BD8D,323.10812,7,0.371,-4.018,1,0.554,100.026,4,1.0,2003.0
Andy Griffith,Just A Closer Walk With Thee,Somebody Bigger Than You And I,SOQEUVL12A8C133AC2,179.93098,2,0.396,-16.334,1,0.568,100.018,4,0.0,
Joe Lynn Turner,Second Hand Life,Second Hand Life: The Deluxe Edition,SOBBDPK12AC3DF6CB3,274.12853,3,0.807,-5.912,0,0.662,106.896,4,0.574,
Warrant,Cherry Pie,Cherry Pie,SOTHGTJ12A8C13399D,201.03791,4,0.169,-4.65,0,0.0,177.152,4,0.076,
IYOV,Hipster Haircut,Allt Är Skit_ Jämt,SOJZHAZ12AB01866C5,120.16281,11,0.077,-3.909,1,0.464,194.53,4,0.0,
Otis Taylor,Round and Round,White African,SOVNVPF12A8C13AD4A,107.83302,4,0.805,-6.028,1,0.666,217.289,1,0.0,2001.0
Laron aka Swan featuring Alexander East,Up All Night - Remix,The Choice EP,SOIAYAJ12AB0189B8B,544.522,10,0.484,-10.971,0,0.507,84.64,5,1.0,
Alfredo Kraus/Tatiana Troyanos/London Philharmonic Orchestra/Michel Plasson,Werther (1997 Digital Remaster)_ PREMIER ACTE/ACT ONE/ERSTES AKT: Mon âme a reconnu votre âme(Werther/Charlotte),Massenet: Werther,SOQEBML12A8C136AA4,55.40526,6,0.056,-23.73,1,0.468,109.158,4,0.345,
Righteous Brothers,See That Girl,Gold,SOYVTIL12A6D4F6BD4,190.14485,0,0.89,-10.288,1,0.734,72.656,3,0.602,1965.0
The Clancy Brothers,Water Is Alright In Tay,IRISH DRINKING SONGS,SOZFWDC12A8C13317B,113.78893,0,0.791,-13.289,1,0.689,105.852,1,0.088,1993.0
Five Fingers of Funk,Genuine,About Time,SOHODRU12A81C230CE,1400.37179,0,0.124,-8.792,1,0.256,0.0,0,0.0,1998.0
Michael Whalen,A New Heart,From Conception to Birth: A Life Unfolds,SOAULBO12A58A7A2F8,317.70077,10,0.33,-15.968,1,0.539,110.1,4,1.0,2004.0
Randy Travis,Wind In The Wire (Album Version),Wind In The Wire,SOZUUEA12A6701D4D2,211.40853,10,0.89,-14.172,0,0.897,95.655,4,0.557,1993.0
Tonic,Where Do I Fit,Tonic,SODVRAB12AB018DD17,184.68526,2,1.0,-4.768,1,0.715,156.028,4,1.0,
The Grip Weeds,Changed,Summer of a Thousand Years,SOQRIHX12AB0185FCB,314.14812,10,0.838,-5.853,1,0.666,130.459,4,0.0,
Andy & Lucas,Amores Cobardes,Con Los Pies En La Tierra,SOQGJZV12A8C144767,234.63138,9,0.593,-5.343,1,0.644,147.886,4,0.761,2008.0
Móveis Coloniais de Acaju,Perca peso,Idem,SOGRIWH12A8C1318AD,320.05179,2,0.544,-5.647,1,0.475,173.652,4,0.24,2005.0
John D. Loudermilk,Brown Girl,The Open Mind Of John D. Loudermilk,SOKHRGL12AB018ADAC,252.682,5,0.812,-12.239,1,0.691,112.781,4,1.0,
Glen Campbell And Bobbie Gentry,Mornin' Glory,The Best of Bobbie Gentry: The Capitol Years,SOSXYJQ12A6D4FB699,183.11791,7,0.59,-13.881,1,0.627,101.577,4,0.0,1968.0
Pablo Montero,La Copa Grande,Pídemelo Todo,SOKMREL12AB017AC04,189.57016,0,0.674,-8.888,1,0.588,98.063,4,0.345,
Jay Pérez,Ojitos Dormilones,Tesoros De Colección,SOIAGWA12A8C142CE0,204.66893,8,0.31,-7.787,1,0.495,189.758,4,0.19,
Kenny Rogers,The Son Of Hickory Holler's Tramp,The Best Of Kenny Rogers,SOAXMZC12A6D4F67A6,188.96934,0,1.0,-12.193,1,0.942,174.785,4,0.092,1977.0
Dave Hollister,Bad When U Broke,Real Talk,SOQKBUO12A6D4FB40F,209.55383,11,0.296,-8.43,0,0.347,166.026,4,1.0,
Arturo Sandoval,My Funny Valentine,Trumpet Evolution,SOAFFAD12A8C130310,266.60526,0,0.397,-14.818,0,0.618,61.018,1,0.273,2003.0
Wednesday 13's Frankenstein Drag Queens From Planet 13,Hit And Rape (Album Version),The Late_ Late Show,SOONSFT12A8C13E5D0,131.81342,7,0.329,-3.525,1,0.369,93.021,4,0.0,
Dub Pistols feat. Lindy Layton & Rodney P,I'm In Love,Bestival presents Sunday Best Vol 2,SOAHAEF12AB017E6A5,333.21751,0,0.605,-6.883,1,0.492,130.016,4,0.0,
Darwin's Waiting Room,Feel So Stupid (Table 9),Orphan,SOJDYWJ12A6D4F3E34,197.51138,6,0.064,-5.173,1,0.31,101.923,4,0.84,2001.0
André Minvielle,Les Chaudrons,La Vie D'Ici Bas,SOFCBVB12A8C143EC8,295.96689,7,0.529,-7.632,1,0.556,125.47,4,0.924,2007.0
A.Z.,We Can't Win (Explicit),Doe Or Die,SONRUXD12A6D4F4A5E,203.10159,11,0.072,-12.042,1,0.333,88.064,4,1.0,1995.0
Herbert Von Karajan,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus ""Das Land des Lächelns"")",J. Strauss: Die Fledermaus,SOUVYHS12A8C13AB77,238.10567,1,0.58,-20.18,1,0.475,103.929,3,0.633,
Hassan Annouri feat. Cassandra Steen,Wahrheit,International,SOVSNHP12AB0185417,270.73261,7,0.45,-5.106,0,0.531,150.063,4,0.7,
Gaiteros de Pillopo,El Barbero,Las Mejores Gaitas Vol.3,SOKAWBI12AB018277B,251.08853,9,0.561,-8.173,1,0.52,179.665,1,0.0,
Paul Taylor / Terry Dexter,Long Distance Relationship,Ladies' Choice,SOZBVGC12A8C1341A6,270.21016,9,0.0,-7.284,1,0.076,135.87,4,0.502,
Lee Ritenour,Captain Fingers,OverTime,SOBQWPU12A8C144A5E,444.81261,5,0.39,-8.424,0,0.465,128.972,4,0.165,1977.0
Andreas Dorau,So ist das nun mal,So ist das nun mal,SOCAWJO12A8C13C811,395.17995,10,0.134,-8.586,1,0.484,124.988,4,1.0,1997.0
Bukue One,Ready Now,Intromission,SOOXXFH12AB0186E48,239.38567,11,0.457,-11.601,1,0.38,188.947,5,0.51,
Hiram Bullock,Voodoo Chile,Voodoo Crossing A Tribute To Jimi Hendrix,SOMZTXK12AB018491B,502.69995,9,0.665,-8.016,1,0.477,129.245,3,0.87,
Serpentine,Rainbow Ride,Honest,SOMHUTQ12AB018DEF1,285.70077,4,1.0,-8.712,1,0.685,122.004,4,0.738,
Crazy Horse,Scratchy (Takes 1-3 / bonus track),Scratchy: The Reprise Recordings [Includes Liner Notes],SOYHKYI12A6D4FAEB4,732.39465,9,0.636,-11.252,1,0.498,119.649,5,1.0,
Baroness,Grad,The Red Album,SOYVTPT12A8C13FBD4,354.79465,3,0.832,-9.213,1,0.617,98.763,4,0.58,2007.0
Slim Whitman,As You Take A  Walk Through My Mind,EMI Country Masters - 50 Originals,SOPFOHF12A6D4F6538,192.73098,7,0.65,-17.222,0,0.35,110.595,4,0.0,
Thomas Dolby,One Of Our Submarines,Premium Gold Collection,SOPTTOX12A6310E279,309.57669,1,0.579,-8.907,0,0.429,130.017,4,0.573,1982.0
Justin,WA-KA-BAM!! (INTRO),JTV,SOLRHDX12A8AE47065,22.33424,1,0.0,-12.43,1,0.0,41.985,4,0.0,
Barbara Lusch,Now_ Baby_ or Never,Barbara Lusch,SOSRMIF12A81C237B0,259.73506,7,0.547,-6.605,0,0.421,92.215,1,1.0,
Raphaël,Le Petit Train (Mixé Par Mark Plati),Le Petit Train (Mixe Mark Plati),SOVKDPG12A8C144EE8,211.01669,0,0.468,-6.301,0,0.588,150.096,5,0.0,
Ini Kamoze,Goodness & Mercy,Fatis Presents Ini Kamoze,SODGZCH12AB0183AE6,236.56444,0,0.108,-9.881,1,0.317,165.111,4,0.052,
Sugar Minott,Walking Dub,Ghetto-ology + Dub,SOCXRVU12A6D4F87A2,192.15628,1,0.876,-9.256,0,0.804,161.721,4,0.297,
Martha Wainwright,Comin' Tonight,Comin' Tonight,SOIWWJW12AB017C41E,209.60608,9,0.651,-13.551,1,0.604,117.316,4,0.284,2008.0
Stevie Ray Vaughan And Double Trouble,Chitlins Con Carne,Blues At Sunrise,SOYKSBN12AB017EF6B,235.65016,9,0.325,-13.277,1,0.354,111.834,4,1.0,1996.0
Mance Lipscomb,Motherless Children (Remastered Version) (Take 2),Trouble In Mind,SOGMHRG12A6D4FE8CD,180.03546,3,0.03,-19.24,1,0.407,153.765,4,0.858,
Randy Travis,On The Other Hand (Remastered Album Version),Trail Of Memories:  The Randy Travis Anthology,SOJENAR12A67021592,187.53261,5,0.731,-12.324,1,0.639,95.781,4,0.0,
Los Chichos,El Te Daba Mala Vida,Déjame Solo,SOCXDDP12A8C141B23,221.23057,2,0.288,-9.013,1,0.352,133.324,4,0.493,1982.0
La Portuaria,Palabras De Amor(En Vivo),La Portuaria En Vivo,SOJNGHO12A6D4F84BC,169.482,4,0.306,-7.548,1,0.0,182.922,3,1.0,
Boondox,Nothing To Lose,South Of Hell,SODAYSL12AB018FFFA,260.10077,2,0.516,-5.852,0,0.599,200.004,4,0.447,2010.0
Maurane,Juste Une Petite Fille,Differente,SOULRCV12A8C137BEC,263.67955,10,0.16,-15.406,0,0.421,89.394,4,0.887,1995.0
Michael Bloomfield,Let the People Dance,Count Talent and the Originals,SOWHWDA12AB0187A89,180.45342,11,0.042,-8.287,1,0.448,78.213,4,0.0,
Beatnuts featuring dead prez and Cheryl Pepsi Riley,Look Around featuring dead prez and Cheryl Pepsi Riley,A Musical Massacre (Explicit),SOWNKEY12A8C131FE7,318.56281,1,0.7,-5.414,1,0.76,93.957,4,1.0,
Aerosmith,Angel,A Little South Of Sanity,SOGVJTG12A6701E991,335.33342,2,0.458,-5.763,1,0.642,76.096,1,0.283,1987.0
Rene Touzet,Mi Son Maracaibo,The Best Of Rene Touzet (His Piano and  Orchestra),SOHXTED12A8C132856,288.33914,10,0.531,-12.565,1,0.456,112.067,4,1.0,
Bill Laswell,Don't Lose Control,One Down,SOHLWHP12A6D4F614B,258.87302,7,0.798,-14.647,1,0.903,99.587,4,0.529,
Jazz Gillum,Little Woman,Jazz Gillum Vol. 2 1938-1941,SOGDDBQ12A8C140740,183.09179,7,0.519,-14.663,1,0.5,101.713,1,0.0,
Sonny Terry & Brownie McGhee,My Bulldog Blues,Sonny Terry & Brownie McGhee_ Vol. E (1938-1941),SOGHJED12A8C137F42,167.02649,2,0.701,-19.569,1,0.608,117.625,4,0.394,
Michael McDonald,Love Can Break Your Heart (LP Version),Take It To Heart,SOQOEYV12AB0185DEF,296.202,11,0.066,-10.015,0,0.45,109.731,4,0.831,
Free,Broad Daylight - The BBC Sessions [Top Gear 17/3/69],Free - Live At The BBC,SOAJUIE12A6D4FAC25,197.56363,4,0.693,-12.473,1,0.601,114.168,1,0.0,
Leo Ku,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,Shi Shang Zui Qiang Man Hua Wang Da Luan Dou,SOJZZJS12A8C1388F4,185.0771,6,0.235,-8.006,1,0.326,115.449,4,0.265,
Frankie Randall,Rudolph The Red Nosed Reindeer,Let's Make Christmas Every Day,SOXYHAQ12A8C139A64,200.75057,8,0.577,-14.179,0,0.487,134.857,4,0.878,
The Pineapple Thief,Snowdrops,Little Man,SOFTQOA12A8C141EF8,356.54485,2,0.0,-10.06,1,0.0,129.277,4,0.0,2006.0
Buddy Jewell,Sweet Southern Comfort,Buddy Jewell,SOFRWMT12A8C13604E,212.89751,2,0.58,-6.986,1,0.658,147.928,4,0.27,2003.0
